vert1_id,message_text,IEx,IEl,IPA,IML,IQER,GEx,GPA,GML,GQER,GEl,week,is_reply,participatory_role
R,"O, I like your opinion: ""A genuine community needs to live and grow on its own - if the activity is solely dictated by the instructor, then it doesn't feel as genuine."" I agree that the student-led weeks of classes were also important for building community. One of the reasons that it works is because we are graduate students and we are more self-directed. I am wondering how it goes for an undergraduate online course? I would like to try it in my online course at the next time!",0,0,1,0,1,0,0,0,0,1,Week 14,0,Leader
E,"R,Yes, I wondered if the student-led weeks would have worked with students who were less experienced. It seems like it might work for undergraduates if the community had high interest in understanding the teaching and learning experience, maybe pre-service teachers?",0,0,0,0,0,0,0,0,1,0,Week 14,0,Leader
O,"I think the success of the student-led weeks also depends on how solid the community is to date. I feel like a strong community would be able to make the best of a week of not-so-great facilitation, but if the community and the facilitation weren't very good, that would be a hard thing to come back from.",0,0,0,0,0,1,0,0,0,0,Week 14,0,Regular
T,"O, I would like to echo your comment about providing a place for academic and non-academic discussions. In the future this might not even be limited to motivators, but a place to share other personal milestones or exciting news.I have never participated in a class through Moodle, but I enjoyed the format of Ning and the options to add photos of my kids and see the videos that you shared.",0,0,0,0,0,0,0,0,0,1,Week 14,0,Regular
O,"This reminds me of a comment one of my coworkers made that he refers to his life outside of work as ""real life"". We were talking about how many people sort of use the same terminology, even though we spend a large part of our lives working! I guess to me, it is all ""real life"" - so yes, it is nice to have the option to recognize all the parts of your life in an online community :-)",0,0,0,0,0,1,0,0,0,0,Week 14,0,Regular
F,"O,Now that you mention it, I completely agree that Instructor set the tone for the responsiveness piece by responding to our voicethreads--and also by asking us explicitly to respond to each others'. I found it very encouraging at the time, but it also propelled me to behave likewise",0,0,0,0,0,0,0,0,0,1,Week 14,0,Starter
K,"O, I like how you mentioned there being a balance of control between the instructor and the learners. Usually in several classrooms we feel like there's a lot of control coming from the instructor. This class gave us the opportunity to teach others, as well as learn from others",0,0,0,0,0,0,0,0,0,1,Week 14,0,Regular
T,"A)You each defined or envisioned ""online community"" or ""online learning communityÓ at the beginning of the semester. _Revisit your thoughts (as well as those of your course colleagues) posted in the Week 02 discussion forum. _How have your conceptions shifted, remained the same? Did we create an online learning community?I donêt think that I was really able to completely comprehend the true extent of _online learning communitiesÓ in the beginning. My understanding of an online community was very limited in scope at the beginning, but has evolved into something very vibrant and organic. If someone told me that I would have felt such an attachment to a group of people, who I would not meet f2f during the course of this class, I would have thought they were crazy. Although the text supported the possibility to establish the strong learning community we enjoyed, there was still some apprehension in my mind. It must be the eternal cynic in me. There is no doubt in my mind that we created an online learning environment. A common thread that flows through many other responses to this questions comes back to the comments each of us have left in the discussion forums, the interactions in small groups, and the way in which we make connections between each other. This was, in many ways, more rewarding than many of my f2f courses.B) Palloff & Pratt offer six _essentialÓ elements that are important to online learning: honesty, responsiveness, relevance, respect, openness, empowerment. Where did this class succeed? Fall short? Honesty _ There was a certain human element that was present in this class that I donêt see very often in education. It was the recognition of life, family, career, and obligations that affect our ability to do something. If there was follow through required, it was completed, and if there was a question, it was answered. Responsiveness _ The ability to work within smaller group whether it was the first learning group or our facilitation team was amazing. Earlier in our text it discussed people falling into rolls within a group and this was key to both of my groups finding success, as well as each member feeling personally responsible for the content and their contributions.Relevance _ The facilitation weeks were a great example of this and every group found ways in which to make the content relevant to each person. Specifically, the Lesson Paths website that S located for our team, gave each person something they could actually use and build upon for future use without being a time waster.Respect _ I was shocked at how cordial most of our conversations were in the discussion forums. In the Palloff & Pratt texts they warned us of tension and possible arguments, but I wonder if it was due to our silent recognition of a _Minnesota niceÓ mindset. I didnêt particularly want to see conflict, but it was interesting that nothing seemed to surface in our community. I think it was the level of professional commitment and respect from all parties that wanted the best for each and every person in our discussions, teams, and flipgrid responses.Openness _ This is what really hooked me into the course. When I was making my way through the Voicethread introductions it was not easy to find commonalities between my classmates and myself. However as the course went on, I felt that the material we covered was something I had some knowledge of and connection to in my short time teaching high school art. In other facets of the course, I was constantly encouraged by Instructor and S, when life became overwhelming with my kids and school, with encouraging comments and shared life stories so similar to mine. I knew if I had their support, I was in the right place!Empowerment _ I just had a conversation with my wife about this time in life has been a perfect time for me to go back and complete a masters program. At this point in my career I have exhausted what I learned as an undergrad, explored new things, found my own voice, and now I am coming back to _fill my cup.Ó This was truly an empowering experience as I was exposed to so much information that I wouldnêt have located on my own. It was refreshing to be a student again where I am can work on refining my teaching, incorporating new ideas, and exploring ways in which I can prepare my students for an evolving post-secondary opportunity. C) In what ways (if any) did the establishment of Participation Expectations & Interaction Guidelines shape your experiences? As this was my first true _online course and online communityÓ I relied heavily on the class charter to outline expectations and illustrate what I would be expected to do. Balancing so many more things than I would have in a f2f course, it was crucial that I managed my time and worked on a fairly structured schedule in order to complete everything within the given timelines. The discussion that followed the drafting process was also very interesting for my to observe. Everyone contributed to the discussion and brought up great points and sparked more conversation. It was a tremendously rewarding brainstorming process to watch. Lastly, although I didnêt go back to it that often as the class was underway, I was aware of its existence and took it to heart that it was a document we all contributed too. D) Identify 2 _take awaysÓ from the course.Like many of my classmates I think that _take awaysÓ from this course are greater than two, however a couple of this things I am thinking about right now include:1.Building relationships are extremely important in developing online communities. It may seem obvious, but in our day and age, our connection to another human seem to be moving farther and farther apart. This course allowed me to get to know 20 perfect strangers better than I have known 20 classmates before. _I often take it for granted that my students know each other in my class and that getting to know them only benefits me, but the relationships they build working in groups can follow them all four years. This year I have been working on doing more group mixers and _people bingoÓ type activities. Even if just for a moment, these students are forced to meet someone new and talk about themselves.2.Structure. Being exposed to the formulaic approach to building community within an online course was validating for me. There is not magic bullet, but an approach supported by research and illustrated with great success in this course and facilitated by Instructor so succinctly. Exposure to multiple means of communication in the way of asynchronous discussion forums, videos posts through Flipgrid, screencasts, podcasts, and synchronous meetings in Adobe Connect were all relevant in bringing it all back to this underlying structure of successful execution of online courses and the communities that exist in that framework.E) Identify suggestions for future CI 5323 courses.One suggestion someone else posed was a synchronous meeting at the beginning of the course. I thought that the current format and pacing of the course was excellent and I hate to try to fix something that isnêt broken, but it might be an interesting addition.F) Are there any burning questions that you did not get answered this semester that you would like to pose for the group?I think the one burning question for me, more so of a guiding question is: where does my responsibility come in preparing and exposing my students to this content in preparation for their future studies? I have brought this up before as I am searching to find a foothold in K-12 education as so much research focuses on adults and distance learning. This is a very complex time in education with teacher evaluations being mandated by the state, with courses swelling to nearly 40 students, and to top it all off the pressure to adopt new technology without a firm platform on which to support it (1-1 iPads coming soon to our middles school). Although this reality scares the hell out of me, it does offer some opportunities to think creatively in our approach to education and may encourage that paradigm shift we so desperately need.",0,9,2,0,1,0,0,1,0,0,Week 14,1,Regular
M,"Hi T,To address your comments in F, I have seen some amazing use of iPads at Ramsey Middle School in Minneapolis.  I've only seen it in social studies, but I have to tell you it's like it's no big deal.  These kids simply use their iPads as if it were just another tool.  Until I saw this, 1-to-1 seemed like an impossible task.  I would suggest that your school ask to see strong examples of teachers using the iPads with students so you can see the possibilities.  It was amazing to watch these kids and their teachers use the iPads because like I said, it seemed so natural and seamless.  Good luck!",0,0,0,0,0,0,0,0,1,0,Week 14,0,Leader
T,"M,I will look into Ramsey Middle School for sure. Our technology integration and online learning coordinator is new this year and although I have yet to meet him, his motivation to get things going is impressive.As an art teacher, kids walking through my class are often shocked at the fact that we have iPads in my room. They are almost dumbfounded in trying to understand how I could possibly use such a thing :-)? I may teach a kids how to explore clay, but I'm not a caveman.Thanks again for your suggestions and being a great resource!",0,0,0,0,0,0,0,0,0,1,Week 14,0,Regular
E,"T,I think you raise an important point about K-12 and iPads. Our district has a one-to-one initiative for middle school and high school students just this year (with teachers having only a one year jump start). The students are not as naturally self-directed in their learning as one might hope. With our reading about theories of adult learning a week ago, I was thinking about all the challenges are district has faced with students being so much more distracted with the technology and parents feeling so helpless to support them in their learning. It would have been good to have more time to consider how online learning and online community plays out with younger learners.",0,0,0,0,0,0,0,0,0,1,Week 14,0,Leader
T,"E,I completely understand your position. Our middle school staff has been ""piloting"" iPad implementation this year, but I hear so little at the high school its concerning. These kids will be coming, iPads in hand, in a year and we have virtually no idea how to approach this elephant in the room. I have talked to Instructor about this and I feel like although there is quite a maturity gap between adults and a 15 year old, there is hope! Our faculty attended presentations given by a select group of 10th graders last friday and it was awkward to say the least. The students misinterpretation of knowledge vs. information was alarming. When asked by another teacher what they would do to prevent kids from using these devices as a youtube delivery system, they could only recommend locking these devices down. That seems like the opposite of what we should be doing. We give them this powerful learning tool along with rigid restrictions and limitations! Seems like a mixed message to me.I am much to young to be this cynical already:-) This course has encouraged me to be part of the discussion and not the mob that fights every step of the way.",0,1,1,0,0,0,0,0,0,1,Week 14,0,Regular
G,"Online community revisited It was interesting to go back and see what I had originally written at the start of class. My thoughts about online community during week two consisted of four main areas: presence, exchange, activity level, and contribution. Looking back over the semester, I would stick with those same four areas. My conceptions about being a participant in an online community have largely stayed the same. I strongly believe that we did create an online learning community this semester. Six elements honesty: as we got to know one another better, we became more comfortable posting responses that contradicted others' opinions.responsiveness: our group was a lively one, and the responses were within the time frames established by Instructor and weekly facilitators. And at times, if others were not able to contribute by a particular time, we knew they were ""good for it"" and would respond.relevance: we had a range of experiences and perspectives in the group, which was evident in the discussion responses. Sometimes it can be difficult to see how one person's experience or career focus pertains to your own, and I found value in reading and listening to where each person was coming from (as opposed to trying to figure out how it might apply to my personal situation).respect: when we did have opinions that differed from one another's, we could state our differences in a respectful manner. Disagree with ideas, not people.openness: Instructor set the tone for open communication, and that precedent encouraged us to do the same. I experienced this in both small group activities (the initial learning groups and our week-long facilitation assignment).empowerment: as we became more confident in navigating around the Ning site and using various pieces of technology, that is empowering, and can encourage us to put ourselves out there in other ways. It was fun to read when others successfully figured out how to do something - go us :) Class charter The process of creating the class charter helped me to approach the course from a more holistic perspective - more so than other courses I've taken where the co-creation process has not happened. It helps, for me as a learner, to situate myself within the larger course context and think about not only what I can gain but what I might be able to give in return. I have taken one other course previously in which we did a similar activity, and it shapes the class from the start in a different way (than just reading over the syllabus on the first day for example) - it brings a communal focus to the learning space.Take-aways from the course The biggest take-away from this course is the intentionality that needs to be a part of teaching and learning online. I found the text to be incredibly valuable. It walked us through the pre-work stages of an online course (setting up a reflection space, forums, etc) and then considerations for when the course went live and issues that may arise. Instructor then showed us at each step of the course how that looks. She made it seem easy! The second take-away is not directly related to our content material, but something that out in many of the discussions. One of the ideas that I have been starting to think about over the course of the semester is the experience of online learning from the perspective of the learner and the facilitator. How would the online learning space decision look from each of those perspectives? This started during some of the initial discussions in which folks were talking about the differences b/w Moodle and Ning, which prompted me to think more about LMSs in general. Also, moving to a new role professionally has given me a different view of it. Future CI 5323 courses:I'm thinking about the online community assignment...I'm going back and forth between wanting to have some participation/feedback for that assignment, and just having be more of a solitary reflection space. On one hand, it was nice to have a space to reflect on not only our other learning community and make connections to the course material. On the other hand, I was more motivated to participate in the discussion forums as I like talking and interacting with others :) I visited others' postings, as sometimes I needed a model for a response (so thank you, everyone, for that) and I was also just curious to see the ideas that others came up with for that assignment. Burning questions/last comments: I don't have any burning questions at this point, but as a final comment, I hope that as many people as possible are able to attend the LT event next Friday. I have greatly enjoyed our online conversations this semester, and it would be fun to talk and meet up in person as well.Take care everyone. Best wishes in your future endeavors, and congrats to those graduating!",0,3,0,3,0,0,0,5,0,0,Week 14,1,Starter
L,Hi G-I definitely agree with you that our class charter gave our class shaped our class and was beneficial to start out with compared to just reading over the syllabus.  This was the first time I have ever done anything like that!,1,1,0,2,0,1,0,1,0,1,Week 14,1,Mediator
E,"Online Community:I enjoyed looking back at what everyone discussed when we first started off with exploring the idea of an ""online community."" _I agree with what I said previously, but I think I have a better understanding of what what an online community needs to grow (as a whole group and on an individual level). _I think we definitely created an online community and have all been able to explore many topics that have tied us together as a working community. 6 Essential Elements:This past semester I do think that we have explored the six essential elements on our online community. _I think that al individuals demonstrated a strong sense of honesty (while responding to posts), responsiveness (taking time to read through and respond to others), respect (always making sure we respect views and opinions), openness and empowerment and relevance. _An element that could perhaps be explored more (if more time allowed us to) would be relevance because then we could all share experiences that happen to us on a Regular basis, and become more close because of these experiences.Class Charter:I thought this was a beneficial element of our online community because it laid out the rules and expectations of our class. _I have been in multiple other online courses and we never did anything like this. _It is beneficial to have right away when starting an online course because everyone is on the same page and is aware of what needs to be done.Take Aways:One take away from this course that I felt was how many people I was able to collaborate with (online!). _I think it was a beneficial experience for me to have and helped me find a voice online. _Another take away for me was the topics we discussed. _Each one seemed to fit my field and hopefully I will be able to continue participating in online communities.Suggestions:At the moment I do not have any suggestions. Thank you Instructor for a wonderful course and I wish you all the best!",0,0,0,0,0,1,0,0,0,0,Week 14,0,Leader
H,"A) ""Online communities can be creative, serious, fun, energetic, and much more which makes it fun to learn!""I also loved how F shared a simple wheel with characteristics including: Interaction, Community, Collaboration, Learning, and Motivation. _I would have to say my conceptions stayed the same from the beginning of this class until now. _I still believe online community is a way to engage socially, emotionally, cognitively, and respectfully with colleagues and your instructor. _The more comfortable you feel in an online community the better learning outcomes!!! _I do believe we did create an online learning community. _I feel I learned from my colleagues just as much as I did from reading text and/or surfing the net for information. _I was able to learn in a variety of styles that meet my needs. _I still have a lot to learn, but that is to be expected.B) Six essentials: All six essentials, I feel were present some stronger than others, but all present. _Openness Respect and Empowerment are three that stand out for me. _The group I was in allowed me to express my thoughts, and with ""respect"" they either encouraged my thoughts or respectfully redirected them in a positive manner. _I felt empowered as I began to research out my part in our group. _I felt my Leadership was respected and ""listened"" to. _The team did a great job in taking Leadership in different areas and when we blended them _together we were able to establish meaningful content. _I feel this course allowed for all of us to empower ourselves with new roles and responsibilities with in the learning content.The only area that may appear weaker would be the honesty and possibly relevance. _The relevance would only pertain to my self as I am not an online instructor, however I was able to gain some personal insight as I now have shifted in my job and I am learning Black Board. _This is required, as I may use this technology to give presentations to programs who do not have funds to travel for training. _Honesty is just one that, I feel would be hard to detect. _I feel the majority of my online course are honest conversations, but I have no way of proving that, so I will just have to go with the fact that the content is real and people are genuinely providing me with constructive criticisms with good intentions in mind :) .C) I am not sure if it shaped my experiences, as I have been in may online courses and I understand the responsibility of online courses. _I agree with all the expectations and guidelines, I feel they are appropriate and fair. _In face to face courses there are days where you are absent and with online you have the ability to catch up on course work even if you miss or skip a day of class. _:). _When you are in full participation you will then get the full benefits of the content. _What you put in you will get out. _Some courses will require more or less in this area, but again the amount of depth is more important than the amount of days on line or days in class. _Sometimes I find myself reading colleagues content and then forget to post responses and I continue to read and read.D). My take away is the fact that I can be so far geographically, yet continue to learn from so many people. _I feel I got to learn more about myself this go around. _I learned content, and I will probably read our text book over again, but this time I feel I learned more about my learning style and gained more confidence in technology. _Each class I gain more and more confidence. _This time I was able to read other people saying ""I don't know how to post such and such"" _I was able to say, ""I can I can -I just learned that last class "" that was a great feeling.My job is very difficult and time consuming as I have to travel so much so I really needed to figure out my learning style so I can learn to ""keep up"" in class. _I felt emotionally and socially connected this go around because I am learning to understand online pace as much as what tools are most efficient for my ""time"". _The online community I choose to join helped me to stay connected to colleagues from work and mutual colleagues with in the same field, however I was not able to put in the time the way i would have liked to. _Linkiden is a great resource and I will continue to stay connected, but I do have a hard time as I feel it can be time consuming. _My biggest take away is what I learned about myself. _:) ( I am so selfish) _lolE) WOW suggestions, _I am not sure. _This had a bit of everything!!!! I was able to post a motivator, be on a team, and do individual learning??? _NOT sure what else there would be. _I would possibly suggest to add a couple more synchronous meetings. _Have two groups of 12 _or even smaller for 45 minutes to get a more personal feel of the content and the students. _I know when I am in a synchronized session and people are giving each other smiles :) or * it is immediate feedback and it can make participants feel good about what they are saying. _It's fast pace, but it is useful.F) I just want to say that even though I did not respond to everyone's posting, I am sure I read them!!! _Sometimes you read and learn, but don't always have something to say??!! (if that makes sense). _No burning questions at this time. _I enjoyed the readings and postings...Thanks everyone!!!",2,2,2,3,0,0,0,1,0,0,Week 14,1,Regular
G,"H,I totally understand where you are coming from when you said that ""sometimes you read and learn, but don't always have something to say."" Sometimes you have to build up enough info/content knowledge before you feel comfortable contributing. Or you might have a question but are not sure how to ask it (I'm speaking mainly for myself here). It takes a while to feel comfortable and settle in.I also liked your comment about the synchronous sessions being fast-paced but also helpful. I have only participated in a small handful of similar sessions. One of the comments made by a participant about the rate of info exchanged was that it was like ""drinking out of a firehose."" That comparison has stuck with me, and I thought about it during our synchronous session last week - fast and furious! :)",0,0,0,0,0,0,0,0,0,2,Week 14,0,Starter
B,H- I enjoyed being the group with you and really enjoyed your thoughtful posts.  I would agree that online learning is a great option for people who travel or who are working.  Being able to connect when it works for you and truly being able to be present with the material during times that work are wonderful.  I also agree with your final thoughts.  Even through I may not have posted something I have been able to get a take away from everyone!,0,0,0,0,0,0,0,0,0,1,Week 14,0,Mediator
F,"Hi, H, I know exactly what you mean by getting caught up in people's posts and just reading and reading. I usually went in meaning to write something, and always took away more than I put in. Your honesty comment is something that occurred to me, too. How would we know? And yet, our interactions have felt genuine.Thanks for your mention of my graphic. :) Glad it resonated with you. I guess I'm pleased that, after all we've covered, it still seems relevant to me. I also agree with your comment that sometimes one doesn't have anything to say. That's certainly true for me, too! I'm glad to hear from someone geographically remote who had a good experience. I'm right here on campus, so can't judge",0,0,0,0,0,0,0,0,0,1,Week 14,0,Starter
D,"A) You each defined or envisioned ""online community"" or ""online learning communityÓ at the beginning of the semester. _Revisit your thoughts (as well as those of your course colleagues) posted in the Week 02 discussion forum. _How have your conceptions shifted, remained the same? Did we create an online learning community?Before taking this course, I supposed an online community was kind of a forum, questions and answers, posts and responses€ My conception shifted a lot, and added a number of new elements. As chapter 11 says, there are six essential elements in an online learning environment: honesty, responsiveness, relevance, respect, openness, and empowerment. We met criteria of all these six to some extent, so I do believe we created an online learning community.B) Palloff & Pratt offer six _essentialÓ elements that are important to online learning: honesty, responsiveness, relevance, respect, openness, empowerment. Where did this class succeed? Fall short? From my experience during the semester, I think this class succeeded in all of these six essential elements, especially in responsiveness and respect. Interaction between learners, and learners and instructor facilitates learning in the online environment. The forum of weekly discussion on Ning provides us a place to post thoughts and view and respond to other membersê, and it was always quite active and had quantities of posts and feedbacks there. Moreover, in our online community, I feel that I am being respected as a person, am an equal participant in the learning process, and am an expert of my own learning with some gentle guidance from instructor.C) In what ways (if any) did the establishment of Participation Expectations & Interaction Guidelines shape your experiences? [Class Charter document linked in the left column on Ning]Establishing guidelines as a starting point in an online course serves as a means by which the group defines shared goals and purpose. And the process of negotiation of guidelines, based on direction from instructor, is an empowering and mutual learning experience. The most important thing is Participation Expectations & Interaction Guidelines makes it clear what we could expect to reap from the course, what our responsibilities are, and also some boundaries of sharing personal information and others.D) Identify 2 _take awaysÓ from the course.One thing that I have a mighty impression is the development of social presence, which is a very beginning step of building an online community. Comparing my experience in our community, Ning, and my own community, I am aware of the crucial role social presence playing in an online community. When well-built, social presence does boost the communication, interaction, and cooperation among community members; otherwise, people will be reluctant to share knowledge, thoughts and experience with ones they have no idea who they are.And another take away, it might not be called take away I think, it is a thought correction. I used to believe online course was a good replacement of face-to-face class, due to its reduction of use of sites, time for transportation, and human resources. After a whole semester study, it proved I was wrong, an online course requires much more input of time and energy from instructor to read studentsê posts and give feedbacks than a traditional face-to-face class, and also has a demand of technical support for the CMS, tools, and more.E) Identify suggestions for future CI 5323 courses.I am thinking about the choice of topics for Learning Team Facilitation. I admit itês pretty open to let us make decisions according to our interests, passion, or career background, and offer us a great opportunity to experience organizing an online course, however these jumpy themes made me a little maladjusted and wonder the relation between the topics and our course. Maybe we could ask teams to pick their favorite chapter in the textbook and organize activities for that, or maybe not.F) Are there any burning questions that you did not get answered this semester that you would like to pose for the group?Nono, I canêt call to mind any one.",0,3,0,2,0,0,0,1,0,0,Week 14,1,Regular
N,"Summative Course Reflection & Assessment At the beginning of the course I defined an online leaning community as _a destination on the Internet where the needs of members are addressed through individual-to-individual sharing of knowledge and informationÓ. Clearly, my definition has now become expansive after our 14 weeks of working together in this course. We have grown together as an online learning community as the professor has helped us to foster the learning needs of each of us. We accomplished our learning goals through a variety of approaches including assigned readings from Instructor, blogging our thoughts on what we have learned from the community we joined, as well as team facilitation from our fellow classmates. I also think we have grown to know each other better, and this has helped us to feel a sense of belonging.Without exaggeration, I want to say this has been the most enjoyable online course I have taken. I am not saying this to curry favor with the Instructor, but I have taken many online courses and none can compare to the experience I have had in this course. On reflection, I believe several key elements contributed to the enhanced learning that I am taking away from this course. It is not the content of the course itself that I like, but how much the professor has worked to provide immediate and constant feedback. She has shown tremendous amount of respect in interacting with us: commenting on our discussions as well as in providing assessment on assigned tasks. Of all the six elements described by Pallot and Pratt as essential to fostering online learning, it is my opinion that this course met all of them.If I could suggest future _improvementsÓ to the course, it would be these. I would have liked Instructor to provide _summary lecturesÓ on each of the topics covered, which could include materials outside of the required text. The outside materials could include journal articles addressing the theory of online learning community. As much as I liked Pallot and Pratt, I think the material was light on the theoretical underpinnings of online learning. Moreover, in lieu of team facilitation I would have liked research papers to develop studentsê ability to gather and report on research. Other than these, I donêt see the need for further improvement on this course.Thanks everyone!",0,2,0,0,0,0,0,1,0,0,Week 14,1,Peripheral
R,"I think _summary lecturesÓ is a very good idea for us to improve our understanding of learning materials! It also increases the workload for the instructor. Indeed, online courses are not easy as I thought, both for students and the instructor.",0,0,0,0,0,0,0,0,0,1,Week 14,0,Leader
F,"Before I answer the questions, I'd like to thank everyone for being such terrific classmates, and Instructor for her tremendous insight and hard work. This has been a fascinating course, and I'm very glad I took it.A) Online Learning Community Revisited.Back in week two, my concept of an online learning community was€conceptual. I looked at it from outside and talked about how it might function, _When an online community really works, perhaps it can draw its participants back inside again and again in the same way as a (brick&mortar) student hangout€ the sort of environment that feels appealing, supportive, and challenging, so that students develop the intrinsic motivation to log on often‹to see our friends and colleagues and learn something new from each other.ÓNow, I have a more experiential understanding of it. I think the aspect of having a shared goal has risen in importance relative to the other characteristics, but on the whole, the concept remains very similar‹itês just that itês been proven. At least from my perspective, we did build an online learning community in this class. And thatês the difference. When the class started, I had theories. Now I have memories.B) Six elements. I think our greatest successes were in responsiveness, respect and empowerment. But we seemed to do a good job with relevance, too, and to genuinely strive for honesty and openness. We revealed enough of ourselves to know each other but not so much as to impose upon each other. Our discussions moved out of the strictly necessary answers to Instructorês questions and took on a life of their own. I learned a great deal from the forums that I could not have learned otherwise. I looked forward to what people would say‹actually developed intrinsic motivation to drop in. C) The Guide. I confess I didnêt revisit the document very much‹maybe once‹during the semester, but I found the process of creating it together very valuable. It gave me a clear idea of how we all were approaching the class, and allowed as a group to agree on expectations and norms at the outset. I have rarely had the opportunity to participate so fully in the development of a class culture (at least outside of writersê workshops). It was a task we could all jump into and work together on right away, and it helped us get to know each other.D) Take-aways. The first two that come to mind are: 1) Building an online community takes conscious effort and yields dividends in student participation and satisfaction. This assertion is supported both by my experience in this class and also on the articles and book chapters I read. And 2) creating online community can be done‹itês not a mysterious swamp of indefinable goo. Techniques and strategies exist that humans can employ that will lead somewhat reliably to forming a cohesive group who can work and learn together. Toward this end, it seems effective to approach community from several angles, using several project types and tools, and to provide community-building opportunities throughout the course.E) Suggestions. It might be nice to meet synchronously two or three more times to help students get more comfortable with synchronous meeting tools. It might be nice to offer optional in-person meetings, as well, although that might alter the dynamics too much by pulling some folks much closer together. Still, it might be worth exploring.F) Burning questions. The questions Iêd like to explore were planted in my brain early on in this course: what are the affordances of F2F learning? Which, if any, are unique? What are the affordances of online learning? Which, if any, are unique? How do those two sets compare? How might instructors respond?",1,2,0,1,1,0,0,2,0,0,Week 14,1,Starter
E,"F,I also had not revisited the charter...but I wonder if it was the process of creating it that mattered most. I also agree that having the experiential learning made the theories and readings come alive.",0,0,0,0,0,0,0,0,0,1,Week 14,0,Starter
F,"E:Certainly the process of creating it was valuable to me--and a charter is the most useful when we get off track or have a question about expectations. If there aren't any conflicts or questions, you might not need it, but I'd hate to need one and not have one!",0,0,0,0,0,0,0,0,0,1,Week 14,0,Starter
C,"Hi Everyone - Sorry I'm a bit late to the discussion. It's been a pleasure hanging out with you all this semester. Best of luck to everyone in the future.Online Community:I went back to my original comments and I am still in agreement with my original thoughts. I expressed that an online community is one that builds collaboration among its members and that active participation, the forming of a shared identity, and the establishment of a social network is key to forming a strong community. I also go back and looks at B's comment that ""What I love about online communities is that it brings together a group of people who may never have connected."" This is certainly the case in this class...we've all been able to connect with people we'd otherwise not had the opportunity to connect with. This though, could also be said for a face to face class, but I won't argue the differences here. :) I do agree we created an online community throughout our 15 weeks together and for the most part, created an effective engaging community. Essential Elements:The class succeeded in the following elements: honesty (people were very willing to provide insights, experiences, ideas, arguments, reflections in the responses and dialogue), respect (overall, I think everyone felt respected with each other and among each other. People provided their own opinions on various topics, but did so in a respected manner) and empowerment (I feel for the most part, people were empowered to say what they thought, even if there was disagreement on the table. I didn't notice any issues in how people communicated their ideas online). I do feel we fell slightly short in responsiveness, relevance, and openness. Responsiveness is a tough one to completely succeed in, especially in only 15 weeks of class...not everyone is responsive online. Sometimes it can take people awhile to respond to comments and ideas (I am certainly one those that wasn't always responsive immediately). I guess it also depends on how you define responsiveness. I think as a group, we can always do better in this area. Relevance is also a difficult one, as the topics aren't always relevant to everyone. Most of the conversations, though, stayed on topic, and did a good job of highlights the importance and relevance to online learning, but I still think it's an area to improve upon. Finally, I felt that people were honest, but not always completely open. As a group, we could do a better job to create a more open atmosphere to share experiences, etc. Class Charter:The class charter was helpful at the beginning of the course, as it helped me think about the course and expectations between participants and Instructor. But, thinking about how much I reviewed the charter after the first few weeks, it was minimal. And maybe that's OK, but to be honest, I didn't use the charter much after the first few weeks. Take Aways:I took away the importance of how to build and design an effective online community that focuses on collaboration and interaction. I also really enjoyed each of the week's topics as they provided guidance and direction as I continue to build my knowledge in online course development and design. Suggestions:I would suggest requiring students to respond to discussions using other modes of communication other than writing. I realize some people are new to online learning or don't feel comfortable using video and/or voice, but I think it's important that as online leaners we use effective and emerging technologies as appropriate to connect with each other. I'd also suggest changing up the individual community assignment. I'm not exactly how to change it, but I felt it was too passive of an assignment for this course. I do understand that reflection is an important part of the learning process, but maybe there would be a way to pair up with someone in class and review a community together and have conversations about the community throughout the course. Questions:I don't have any burning questions at this point. Thanks!",1,1,0,2,0,0,0,1,0,1,Week 14,1,Influencer
H,"C,Thank you for all your insight in class pleasure reading your posts..You bring up a great point on responding in different ways beside text postings.  In another class of Instructor's we did respond in a variety of ways.  It can be nerve racking at times, but yes very helpful. All the practice we can get with technology is a great idea.Take care",0,0,0,0,0,0,0,0,0,1,Week 14,0,Regular
E,"C,I also like your idea of having some sort of paired activity for the online community assignment and having ongoing conversations about it",0,0,0,0,0,0,0,0,0,1,Week 14,0,Leader
Q,"Hi C,I agree that relevance has been varied for usefulness among different students. The theme however remained constant in that it promoted the effectiveness of online learning. There is a steeper learning curve for those who have taken an online course for the first or second time. There is that perfect blend that may be different for each student. An open conversation is harder to get from students as you said than responsiveness. Some people open up about their experiences while others take time or may not at all. Thanks so much for sharing your thoughts!",0,0,0,0,0,0,0,0,0,1,Week 14,0,Peripheral
